FILENAME SURVEY SNID SNTYPE FILTERS RA DECL FAKE MWEBV REDSHIFT_SPE NOBS NVAR
DES_SN000263.DAT DES 263 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 35 5
DES_SN000272.DAT DES 272 1 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "0.4141 +-  0.0050" 24 5
DES_SN000277.DAT DES 277 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 108 5
DES_SN000283.DAT DES 283 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 83 5
DES_SN000304.DAT DES 304 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 51 5
DES_SN000305.DAT DES 305 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 85 5
DES_SN000307.DAT DES 307 22 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "0.3019 +-  0.0050" 72 5
DES_SN000315.DAT DES 315 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 99 5
DES_SN000316.DAT DES 316 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 157 5
DES_SN000326.DAT DES 326 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 44 5
DES_SN000331.DAT DES 331 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 93 5
DES_SN000338.DAT DES 338 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 96 5
DES_SN000343.DAT DES 343 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 113 5
DES_SN000363.DAT DES 363 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 112 5
DES_SN000373.DAT DES 373 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 100 5
DES_SN000401.DAT DES 401 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 141 5
DES_SN000430.DAT DES 430 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 133 5
DES_SN000432.DAT DES 432 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 53 5
DES_SN000451.DAT DES 451 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 87 5
DES_SN000463.DAT DES 463 32 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "0.4977 +-  0.0050" 12 5
DES_SN000467.DAT DES 467 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 47 5
DES_SN000484.DAT DES 484 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 79 5
DES_SN000487.DAT DES 487 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 28 5
DES_SN000489.DAT DES 489 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 99 5
DES_SN000511.DAT DES 511 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 106 5
DES_SN000514.DAT DES 514 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 55 5
DES_SN000522.DAT DES 522 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 28 5
DES_SN000532.DAT DES 532 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN000544.DAT DES 544 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 25 5
DES_SN000546.DAT DES 546 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 104 5
DES_SN000554.DAT DES 554 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 60 5
DES_SN000557.DAT DES 557 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 21 5
DES_SN000565.DAT DES 565 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 91 5
DES_SN000589.DAT DES 589 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 97 5
DES_SN000593.DAT DES 593 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 93 5
DES_SN000598.DAT DES 598 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 64 5
DES_SN000603.DAT DES 603 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 21 5
DES_SN000607.DAT DES 607 22 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "0.3920 +-  0.0050" 16 5
DES_SN000611.DAT DES 611 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 19 5
DES_SN000618.DAT DES 618 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 60 5
DES_SN000629.DAT DES 629 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 104 5
DES_SN000691.DAT DES 691 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 88 5
DES_SN000694.DAT DES 694 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 68 5
DES_SN000697.DAT DES 697 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 102 5
DES_SN000701.DAT DES 701 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 149 5
DES_SN000702.DAT DES 702 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 85 5
DES_SN000715.DAT DES 715 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 41 5
DES_SN000722.DAT DES 722 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 84 5
DES_SN000726.DAT DES 726 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 67 5
DES_SN000744.DAT DES 744 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN000770.DAT DES 770 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 125 5
DES_SN000771.DAT DES 771 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 52 5
DES_SN000782.DAT DES 782 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 47 5
DES_SN000795.DAT DES 795 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 51 5
DES_SN000827.DAT DES 827 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 128 5
DES_SN000832.DAT DES 832 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 118 5
DES_SN000839.DAT DES 839 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 65 5
DES_SN000843.DAT DES 843 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 95 5
DES_SN000854.DAT DES 854 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 55 5
DES_SN000861.DAT DES 861 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 40 5
DES_SN000884.DAT DES 884 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 96 5
DES_SN000888.DAT DES 888 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN000889.DAT DES 889 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 97 5
DES_SN000900.DAT DES 900 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 104 5
DES_SN000905.DAT DES 905 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 63 5
DES_SN000906.DAT DES 906 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 27 5
DES_SN000913.DAT DES 913 33 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "0.3200 +-  0.0050" 28 5
DES_SN000917.DAT DES 917 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 73 5
DES_SN000922.DAT DES 922 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 55 5
DES_SN000926.DAT DES 926 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 121 5
DES_SN000930.DAT DES 930 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 24 5
DES_SN000939.DAT DES 939 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 27 5
DES_SN000976.DAT DES 976 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 47 5
DES_SN000990.DAT DES 990 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 96 5
DES_SN000994.DAT DES 994 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 37 5
DES_SN000997.DAT DES 997 1 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "0.5139 +-  0.0050" 99 5
DES_SN000999.DAT DES 999 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 112 5
DES_SN001014.DAT DES 1014 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 149 5
DES_SN001039.DAT DES 1039 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 117 5
DES_SN001040.DAT DES 1040 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 44 5
DES_SN001053.DAT DES 1053 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 37 5
DES_SN001055.DAT DES 1055 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 61 5
DES_SN001076.DAT DES 1076 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 52 5
DES_SN001080.DAT DES 1080 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 119 5
DES_SN001082.DAT DES 1082 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN001139.DAT DES 1139 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 103 5
DES_SN001159.DAT DES 1159 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 59 5
DES_SN001185.DAT DES 1185 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 60 5
DES_SN001193.DAT DES 1193 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 32 5
DES_SN001196.DAT DES 1196 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 83 5
DES_SN001200.DAT DES 1200 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 137 5
DES_SN001201.DAT DES 1201 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 111 5
DES_SN001214.DAT DES 1214 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 123 5
DES_SN001216.DAT DES 1216 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 81 5
DES_SN001224.DAT DES 1224 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN001234.DAT DES 1234 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 23 5
DES_SN001246.DAT DES 1246 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 47 5
DES_SN001252.DAT DES 1252 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 145 5
DES_SN001262.DAT DES 1262 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 119 5
DES_SN001271.DAT DES 1271 1 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "0.4656 +-  0.0050" 81 5
DES_SN001286.DAT DES 1286 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 77 5
DES_SN001292.DAT DES 1292 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 55 5
DES_SN001334.DAT DES 1334 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 129 5
DES_SN001343.DAT DES 1343 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 88 5
DES_SN001346.DAT DES 1346 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 116 5
DES_SN001357.DAT DES 1357 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 88 5
DES_SN001363.DAT DES 1363 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 99 5
DES_SN001375.DAT DES 1375 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 109 5
DES_SN001390.DAT DES 1390 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 100 5
DES_SN001391.DAT DES 1391 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 117 5
DES_SN001400.DAT DES 1400 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 116 5
DES_SN001402.DAT DES 1402 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 111 5
DES_SN001420.DAT DES 1420 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 96 5
DES_SN001435.DAT DES 1435 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 117 5
DES_SN001436.DAT DES 1436 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 63 5
DES_SN001451.DAT DES 1451 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 93 5
DES_SN001453.DAT DES 1453 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 86 5
DES_SN001459.DAT DES 1459 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 65 5
DES_SN001463.DAT DES 1463 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 76 5
DES_SN001476.DAT DES 1476 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 91 5
DES_SN001484.DAT DES 1484 -9 griz "48.000000  deg" "0.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0713    MW E(B-V)" "-9.0000 +-  9.0000" 66 5
DES_SN001486.DAT DES 1486 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 103 5
DES_SN001497.DAT DES 1497 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 16 5
DES_SN001514.DAT DES 1514 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 55 5
DES_SN001521.DAT DES 1521 -9 griz "52.500000  deg" "-27.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0097    MW E(B-V)" "-9.0000 +-  9.0000" 93 5
DES_SN001545.DAT DES 1545 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 21 5
DES_SN001553.DAT DES 1553 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 116 5
DES_SN001558.DAT DES 1558 -9 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "-9.0000 +-  9.0000" 105 5
DES_SN001563.DAT DES 1563 1 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "0.8275 +-  0.0050" 25 5
DES_SN001586.DAT DES 1586 -9 griz "0.500000  deg" "-43.000000  deg" "3   (=> BLIND-TEST simulation)" "0.0111    MW E(B-V)" "-9.0000 +-  9.0000" 45 5
DES_SN001597.DAT DES 1597 -9 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "-9.0000 +-  9.0000" 45 5
DES_SN001630.DAT DES 1630 1 griz "36.750000  deg" "-4.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0283    MW E(B-V)" "0.3578 +-  0.0050" 92 5
DES_SN001633.DAT DES 1633 21 griz "34.500000  deg" "-5.500000  deg" "3   (=> BLIND-TEST simulation)" "0.0227    MW E(B-V)" "0.3658 +-  0.0050" 86 5
